IPR023616,1
IPR033944,1
IPR001478,31
IPR033945,1
IPR000298,1
IPR004161,4
IPR000795,4
IPR004160,2
IPR000294,2
IPR002108,3
IPR011021,4
IPR011022,4
IPR009048,4
IPR011626,4
IPR002890,4
IPR011625,4
IPR001599,4
IPR019565,4
IPR001715,31
IPR001605,1
IPR001849,57
IPR006207,3
IPR002919,2
IPR014853,2
IPR032361,1
IPR002035,18
IPR001007,13
IPR001846,2
IPR000463,2
IPR000566,4
IPR032631,3
IPR032630,3
IPR007110,83
IPR003597,22
IPR005798,1
IPR005797,1
IPR001609,12
IPR004009,3
IPR002928,5
IPR002429,1
IPR034210,1
IPR014222,1
IPR011759,1
IPR001134,9
IPR001881,49
IPR000742,71
IPR013098,24
IPR003599,55
IPR003598,34
IPR013106,28
IPR002049,18
IPR001791,28
IPR000034,7
IPR000082,6
IPR013625,5
IPR006020,11
IPR000980,20
IPR014020,5
IPR035012,3
IPR029023,5
IPR033929,4
IPR003595,15
IPR034737,1
IPR007123,4
IPR013980,2
IPR011106,1
IPR022409,3
IPR000601,3
IPR003645,6
IPR015369,3
IPR002350,9
IPR019577,3
IPR032402,3
IPR003128,4
IPR001781,14
IPR002048,44
IPR003108,1
IPR015153,2
IPR015154,2
IPR001202,12
IPR000433,8
IPR012315,3
IPR011598,12
IPR014887,2
IPR000014,6
IPR013767,6
IPR013655,2
IPR010934,1
IPR001750,2
IPR001516,1
IPR001124,2
IPR017942,2
IPR032440,1
IPR011161,6
IPR001039,5
IPR010579,4
IPR011545,12
IPR014001,23
IPR001650,23
IPR014014,8
IPR001442,2
IPR003593,19
IPR035699,2
IPR011704,3
IPR035706,2
IPR024743,2
IPR024317,2
IPR004273,2
IPR013594,2
IPR013602,2
IPR016180,1
IPR035825,1
IPR014837,3
IPR001452,35
IPR029099,4
IPR000836,4
IPR015386,1
IPR011988,1
IPR000716,9
IPR032277,1
IPR005824,2
IPR013845,1
IPR013843,1
IPR002942,2
IPR013149,4
IPR013154,3
IPR020843,3
IPR034733,2
IPR013537,2
IPR011761,2
IPR005481,2
IPR011764,2
IPR005482,2
IPR000089,2
IPR005479,2
IPR011763,2
IPR011762,2
IPR000961,10
IPR017892,5
IPR000719,71
IPR000885,6
IPR004827,8
IPR013170,2
IPR024945,1
IPR000867,7
IPR016137,3
IPR034956,1
IPR003961,37
IPR002223,8
IPR007707,2
IPR002181,7
IPR008859,3
IPR009040,2
IPR008331,2
IPR027486,1
IPR006586,8
IPR001762,7
IPR001590,12
IPR002870,12
IPR034027,5
IPR000340,7
IPR000387,14
IPR020422,5
IPR002906,1
IPR000626,10
IPR001073,8
IPR011129,4
IPR002059,4
IPR024642,1
IPR003594,7
IPR020575,3
IPR016054,2
IPR013803,1
IPR011178,3
IPR024329,3
IPR008154,3
IPR015849,3
IPR019543,3
IPR000196,1
IPR033935,1
IPR008147,1
IPR008146,1
IPR001870,10
IPR003034,7
IPR003877,9
IPR035778,2
IPR000504,52
IPR004038,4
IPR003879,5
IPR006574,4
IPR002126,16
IPR004094,1
IPR014043,1
IPR032821,1
IPR014031,1
IPR014030,1
IPR013217,1
IPR020801,1
IPR020841,1
IPR020807,1
IPR013968,1
IPR020806,1
IPR009081,2
IPR001031,2
IPR008211,7
IPR021849,1
IPR021839,1
IPR013087,40
IPR025527,1
IPR010309,1
IPR010314,1
IPR000569,9
IPR015940,7
IPR004170,4
IPR002004,2
IPR003954,4
IPR020604,4
IPR019548,4
IPR003619,6
IPR020783,1
IPR020784,1
IPR018957,1
IPR001841,24
IPR000242,9
IPR000210,16
IPR016082,2
IPR012988,2
IPR035808,2
IPR024731,6
IPR012996,2
IPR001245,21
IPR015013,1
IPR003410,2
IPR000436,9
IPR011641,3
IPR002867,2
IPR017981,10
IPR000203,7
IPR001322,1
IPR000679,3
IPR003131,2
IPR000593,2
IPR001936,5
IPR011948,3
IPR004274,3
IPR032498,1
IPR035591,1
IPR035020,1
IPR035022,1
IPR000198,11
IPR013177,1
IPR018863,1
IPR006680,2
IPR022141,2
IPR006068,4
IPR004014,5
IPR021131,2
IPR001107,1
IPR003126,4
IPR009254,4
IPR010307,4
IPR035768,1
IPR017986,27
IPR015348,1
IPR019749,10
IPR011259,2
IPR019748,10
IPR000299,9
IPR018979,6
IPR018980,6
IPR023410,5
IPR015412,3
IPR009543,4
IPR031645,4
IPR031642,3
IPR026854,5
IPR031646,3
IPR024678,1
IPR000219,17
IPR015212,1
IPR001304,10
IPR026823,13
IPR006593,1
IPR034486,1
IPR007671,1
IPR007672,1
IPR015016,1
IPR013130,2
IPR028939,1
IPR031309,1
IPR031310,1
IPR000555,3
IPR012591,1
IPR012592,1
IPR012984,1
IPR021983,1
IPR019581,1
IPR019580,1
IPR019582,1
IPR034732,5
IPR003889,4
IPR003888,4
IPR009071,8
IPR003616,7
IPR001214,10
IPR001965,20
IPR019787,19
IPR018143,1
IPR003127,2
IPR035606,1
IPR035610,1
IPR035611,1
IPR004939,3
IPR012983,2
IPR003646,2
IPR029123,1
IPR011017,3
IPR013057,2
IPR000539,2
IPR020067,6
IPR022782,1
IPR007084,2
IPR005568,1
IPR000608,3
IPR018955,2
IPR005467,2
IPR001875,2
IPR001309,2
IPR015917,2
IPR004087,7
IPR004088,7
IPR013015,1
IPR012987,1
IPR010294,6
IPR010909,2
IPR031160,4
IPR002219,12
IPR010933,1
IPR000536,5
IPR001628,5
IPR009738,3
IPR005326,1
IPR013111,5
IPR013162,5
IPR013151,12
IPR034803,1
IPR032023,2
IPR000237,4
IPR021643,2
IPR000472,2
IPR001394,5
IPR028889,5
IPR006703,1
IPR025232,2
IPR001003,3
IPR003106,1
IPR035585,1
IPR002784,1
IPR000233,4
IPR020683,33
IPR024600,3
IPR000800,4
IPR010660,4
IPR011656,4
IPR018497,1
IPR008753,1
IPR011417,1
IPR013809,2
IPR010926,2
IPR036072,2
IPR005225,18
IPR007635,3
IPR000571,8
IPR034736,1
IPR013026,13
IPR010987,4
IPR012975,2
IPR034526,1
IPR034525,1
IPR014821,3
IPR005821,6
IPR016093,3
IPR013662,3
IPR000699,3
IPR007803,1
IPR001739,3
IPR002857,4
IPR017878,4
IPR018459,2
IPR008253,3
IPR013649,7
IPR010515,2
IPR027007,4
IPR027357,4
IPR010703,4
IPR021816,4
IPR005633,1
IPR033883,3
IPR022682,3
IPR022683,3
IPR001300,3
IPR025110,2
IPR000873,6
IPR006560,3
IPR001025,4
IPR001487,17
IPR024725,1
IPR010606,3
IPR012919,1
IPR020635,16
IPR001950,1
IPR007872,1
IPR023573,2
IPR001912,1
IPR000562,4
IPR020829,1
IPR020828,1
IPR012606,1
IPR001774,1
IPR011651,1
IPR000421,6
IPR013763,6
IPR006671,5
IPR008145,2
IPR008144,2
IPR035597,1
IPR000906,4
IPR031775,2
IPR007052,2
IPR007699,1
IPR015120,1
IPR032444,2
IPR000008,16
IPR012968,1
IPR012560,1
IPR012561,1
IPR032362,1
IPR006614,1
IPR032367,1
IPR032377,1
IPR001752,6
IPR000717,3
IPR003439,12
IPR000727,5
IPR000409,5
IPR023362,5
IPR018316,7
IPR003008,7
IPR016201,16
IPR001627,10
IPR002130,3
IPR033987,1
IPR000538,5
IPR003117,2
IPR000595,4
IPR002715,1
IPR004843,1
IPR006186,1
IPR031675,1
IPR006576,4
IPR014978,2
IPR014012,2
IPR029295,2
IPR000330,10
IPR002087,2
IPR033017,1
IPR001975,1
IPR027795,1
IPR034241,1
IPR034224,1
IPR033848,1
IPR000834,4
IPR025766,1
IPR018933,5
IPR000690,1
IPR003604,4
IPR022755,1
IPR001811,6
IPR033899,3
IPR000073,5
IPR022742,1
IPR031570,4
IPR000306,5
IPR017455,5
IPR000668,7
IPR012599,1
IPR031847,3
IPR014044,4
IPR004179,1
IPR008379,1
IPR014847,2
IPR007477,1
IPR035855,1
IPR013800,6
IPR013801,6
IPR013799,6
IPR030386,1
IPR003191,1
IPR015894,1
IPR031557,2
IPR000253,8
IPR034374,1
IPR002075,2
IPR018222,2
IPR013769,1
IPR011531,1
IPR001660,12
IPR035720,1
IPR001375,1
IPR020810,1
IPR020811,1
IPR019832,1
IPR019831,1
IPR002123,3
IPR008598,2
IPR001356,7
IPR032569,1
IPR024057,1
IPR034278,1
IPR000483,12
IPR006109,1
IPR011128,1
IPR000591,3
IPR031468,2
IPR018501,4
IPR028942,3
IPR028941,4
IPR001573,1
IPR000372,8
IPR015008,2
IPR002909,8
IPR013548,5
IPR001496,3
IPR006091,3
IPR009075,2
IPR013786,2
